ID Produit;Nom du Vin;Prix Unitaire (€);Stock Actuel
6572;Decelle-Villa Saint-Aubin 1er Cru Sous Roche Dumay 2015;44.0;0
6573;Marc Colin Et Fils Chassagne-Montrachet 1er Cru Les Champs Gain 2017;68.3;12
6575;Marc Colin Et Fils Saint-Aubin 1er Cru La Chatenière 2017;41.8;1
6578;Saumaize-Michelin Pouilly-Fuissé Ampélopsis 2016;40.0;0
6592;Domaine de la Monardière Vacqueyras Blanc Galéjade 2018;24.4;70
6615;Clos du Mont-Olivet Châteauneuf-du-Pape 2018;32.8;8
6620;Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2005;51.0;2
6621;Thierry Germain Saumur-Champigny La Marginale 2018;35.2;69
6622;Thierry Germain Saumur-Champigny Les Mémoires 2018;42.2;12
6626;Weingut Besson-Strasser Zürich Räuschling 2018;33.2;1
6627;Weingut Besson-Strasser Zürich Fumé 2017;41.8;16
6628;Weingut Besson-Strasser Zürich Blauer Zweigelt 2016;32.2;31
6629;Weingut Besson-Strasser Zürich Pinot Noir Cholfirst 2017;37.7;25
6631;Weingut Besson-Strasser Zürich Pinot Noir Albi 2016;47.2;12
6632;Weingut Besson-Strasser Zürich Pinot Noir Chlosterberg 2016;52.7;2
6635;Domaine de la Monardière Vacqueyras Vieilles Vignes 2016;22.4;23
6663;Catherine et Claude Maréchal Pommard La Chanière 2017;50.4;6
6664;Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2017;35.6;38
6665;Domaine Hauvette IGP Alpilles Jaspe 2017;27.7;8
6666;Domaine Hauvette IGP Alpilles Dolia 2013;48.5;24
6751;Château Simone Palette Blanc 2017;46.5;0
6753;Château Simone Palette Rouge 2015;46.5;29
6884;Domino Romano Ribera del Duero RDR 2015;46.5;12
6886;Gratavinum Priorat GV5 2011;42.0;0
6887;Gratavinum Priorat 2?r 2017;21.8;24
6920;Château Jean Faure Saint-Emilion Grand Cru 2015;50.5;1
6926;Château Jean Faure Saint-Emilion Grand Cru 2016;49.9;24
7023;Camin Larredya Jurançon Sec La Virada 2018;27.5;15
7025;Domaine Jamet Côte Rôtie Fructus Voluptas 2018;69.0;2
